NEWID,MEMBNO,AGE,SEX,EARNER,EARNTYPE,INC_HRSQ,INCOMEY,OCCUCODE,HISPANIC,MEMBRACE,PAYSTUB,SALARYX,WKSTATUS
03555431,1,50,1,1,1,40,1,06,NA,1,2,NA,1
03555431,2,52,2,1,1,40,1,13,NA,2,2,NA,1
03555431,3,19,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03555431,4,16,2,2,NA,NA,NA,,NA,2,NA,NA,NA
03555443,1,27,1,1,3,70,1,12,NA,1,2,45000,1
03555471,1,38,2,1,4,15,1,07,NA,1,2,800,1
03555471,2,39,1,1,1,40,4,12,NA,1,2,27000,1
03555471,3,15,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03555471,4,12,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03555491,1,24,2,1,1,40,1,03,NA,1,2,35000,1
03555491,2,22,2,1,3,40,1,03,NA,1,2,NA,1
03555501,1,64,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03555501,2,78,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03555511,1,45,2,1,2,24,1,03,NA,1,2,74000,1
03555511,2,47,1,1,3,40,4,02,NA,1,2,65000,1
03555511,3,11,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03555511,4,9,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03555531,1,34,1,1,1,50,1,01,NA,1,2,53000,1
03555531,2,33,2,1,1,45,1,01,NA,1,2,49000,1
03555531,3,2,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03555531,4,2,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03555531,5,59,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03555531,6,60,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03555541,1,39,1,1,1,40,1,01,NA,1,2,26000,1
03555551,1,87,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03555561,1,72,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03555561,2,73,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03555583,1,48,2,1,3,40,1,03,NA,1,2,25000,1
03555583,2,47,1,1,3,50,1,12,NA,1,2,NA,1
03555583,3,14,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03555583,4,12,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03555591,1,61,1,1,3,40,2,01,NA,1,1,120000,1
03555591,2,48,2,1,1,55,1,11,NA,1,2,500,1
03555631,1,60,2,1,4,28,1,10,NA,1,2,NA,1
03555631,2,60,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03555631,3,29,1,1,3,40,1,07,NA,1,2,NA,1
03555631,4,24,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03555641,1,87,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03555651,1,25,2,1,4,20,1,05,NA,4,2,6300,1
03555674,1,23,1,1,1,35,1,10,NA,1,2,18000,1
03555681,1,51,1,1,2,30,5,03,NA,1,2,36000,2
03555681,2,21,2,1,2,20,1,05,NA,1,2,NA,1
03555681,3,49,2,1,1,36,1,03,NA,1,2,80000,1
03555691,1,40,1,1,1,55,1,03,NA,1,NA,NA,1
03555711,1,87,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03555731,1,22,2,2,NA,NA,NA,,NA,4,NA,NA,NA
03555741,1,48,2,1,4,10,5,06,NA,1,NA,NA,2
03555741,2,54,1,1,1,46,1,11,NA,1,2,65000,1
03555741,3,23,2,1,4,5,1,01,NA,1,2,22000,1
03555771,1,59,1,1,1,40,2,12,NA,6,2,60000,1
03555771,2,26,1,1,1,40,1,12,NA,4,2,35000,1
03555771,3,21,2,1,2,24,1,10,NA,6,2,NA,1
03555801,1,81,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03555811,1,70,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03555811,2,69,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03555811,3,43,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03555821,1,55,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03555821,2,59,1,1,1,55,1,03,NA,1,2,115000,1
03555821,3,16,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03555821,4,13,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03555821,5,12,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03555871,1,56,2,1,1,40,1,04,NA,2,2,NA,1
03555871,2,58,1,1,1,50,1,12,NA,2,2,NA,1
03555881,1,46,2,1,1,40,1,03,NA,1,2,86000,1
03555881,2,16,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03555891,1,77,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03555891,2,81,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03555914,1,28,2,1,3,37,1,11,5,1,2,905,1
03555914,2,37,1,1,3,40,1,12,5,1,2,500,1
03555914,3,4,1,NA,NA,NA,NA,,5,1,NA,NA,NA
03555921,1,55,1,2,NA,NA,NA,,NA,2,NA,NA,NA
03555981,1,70,1,1,2,30,5,03,NA,1,2,280500,2
03555981,2,70,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03555991,1,47,2,1,4,18,4,10,6,1,2,NA,1
03555991,2,47,1,1,1,40,4,03,2,1,2,NA,1
03555991,4,15,1,2,NA,NA,NA,,6,1,NA,NA,NA
03555991,5,13,1,NA,NA,NA,NA,,6,1,NA,NA,NA
03556001,1,62,2,1,1,40,1,11,NA,1,2,6000,1
03556074,1,20,1,1,1,40,1,12,NA,1,1,43000,1
03556101,1,87,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03556122,1,69,2,2,NA,NA,NA,,NA,4,NA,NA,NA
03556131,1,68,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03556131,2,56,2,1,1,38,4,10,NA,1,2,24000,1
03556131,3,39,1,1,4,24,1,11,NA,1,2,300,1
03556141,1,35,2,1,1,40,1,05,NA,1,2,43000,1
03556151,1,46,1,2,NA,NA,NA,,NA,2,NA,NA,NA
03556171,1,39,2,1,1,40,1,04,NA,1,1,38000,1
03556191,1,80,1,2,NA,NA,NA,,NA,2,NA,NA,NA
03556191,2,75,2,2,NA,NA,NA,,NA,2,NA,NA,NA
03556211,1,53,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03556221,1,62,1,1,1,40,4,03,NA,2,2,60000,1
03556221,2,61,2,1,1,40,2,04,NA,2,2,NA,1
03556221,3,19,1,1,3,40,1,07,NA,2,NA,NA,1
03556221,4,4,2,NA,NA,NA,NA,,NA,2,NA,NA,NA
03556221,5,3,2,NA,NA,NA,NA,,NA,2,NA,NA,NA
03556231,1,55,2,2,NA,NA,NA,,NA,3,NA,NA,NA
03556241,1,52,1,1,1,40,1,12,NA,1,1,NA,1
03556241,2,30,1,1,3,36,1,10,NA,1,NA,NA,1
03556251,1,39,2,1,1,40,1,03,NA,1,2,35000,1
03556251,2,46,1,1,2,30,1,03,NA,1,2,17500,1
03556251,3,15,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03556271,1,55,1,1,1,60,1,03,NA,1,2,280500,1
03556281,1,33,1,1,1,40,1,03,NA,4,2,NA,1
03556281,2,27,2,2,NA,NA,NA,,NA,4,NA,NA,NA
03556301,1,62,1,1,1,40,1,01,1,1,2,75000,1
03556301,2,67,2,1,2,30,1,02,1,1,2,15000,1
03556301,3,39,1,1,1,40,3,03,1,1,2,NA,1
03556301,4,29,1,1,1,40,1,04,1,1,2,NA,1
03556311,1,34,1,1,1,40,1,03,NA,4,2,120000,1
03556311,2,74,2,2,NA,NA,NA,,NA,4,NA,NA,NA
03556331,1,58,2,1,3,40,4,01,NA,2,2,NA,1
03556331,2,26,1,1,4,25,1,07,NA,2,2,NA,1
03324174,1,63,1,1,1,40,5,03,NA,1,NA,NA,2
03324174,2,50,2,1,2,30,1,04,NA,1,2,40000,1
03324174,3,17,1,1,4,20,5,11,NA,1,2,600,2
03324174,4,15,2,1,4,3,5,09,NA,1,2,120,2
03324204,1,50,1,1,1,40,1,03,NA,4,2,NA,1
03324204,2,47,2,1,1,40,1,02,NA,4,2,NA,1
03324204,3,23,2,2,NA,NA,NA,,NA,4,NA,NA,NA
03324204,4,17,2,2,NA,NA,NA,,NA,4,NA,NA,NA
03324204,5,13,2,NA,NA,NA,NA,,NA,4,NA,NA,NA
03324204,6,11,2,NA,NA,NA,NA,,NA,4,NA,NA,NA
03324214,1,47,2,1,1,40,1,05,NA,2,2,68000,1
03324214,2,46,1,1,3,52,1,01,2,1,2,49000,1
03324244,1,37,1,1,1,44,1,03,NA,1,2,NA,1
03324274,1,51,2,1,1,40,3,04,NA,1,2,NA,1
03324274,2,20,2,1,4,34,1,10,NA,1,2,NA,1
03324284,1,63,1,2,NA,NA,NA,,2,1,NA,NA,NA
03324284,2,42,2,1,1,60,5,04,NA,1,NA,NA,2
03324294,1,77,2,2,NA,NA,NA,,6,1,NA,NA,NA
03324304,1,37,1,1,1,40,1,12,NA,1,1,50000,1
03324304,2,36,2,1,3,40,4,02,NA,1,1,41000,1
03324304,3,11,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03324304,4,9,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03324304,5,2,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03324324,1,51,1,1,1,40,1,04,NA,1,2,35000,1
03324324,2,53,2,1,1,40,3,03,NA,1,2,60000,1
03324334,1,64,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03324334,2,67,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03324394,1,26,2,1,1,40,1,01,NA,1,2,NA,1
03324394,2,44,1,1,1,65,1,11,NA,1,2,75000,1
03324394,3,2,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03324394,4,8,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03324404,1,59,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03324404,2,62,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03324424,1,81,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03324454,1,51,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03324454,2,53,2,1,3,45,1,06,NA,1,NA,NA,1
03324524,1,67,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03324584,1,45,2,1,3,40,1,04,NA,2,2,NA,1
03324584,2,42,1,1,1,60,4,08,NA,2,2,55000,1
03324584,3,20,1,2,NA,NA,NA,,NA,2,NA,NA,NA
03324584,4,11,2,NA,NA,NA,NA,,NA,2,NA,NA,NA
03324614,1,70,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03324614,2,38,1,1,1,40,5,10,NA,1,2,NA,2
03324624,1,53,2,1,1,40,5,03,NA,1,2,60000,2
03324624,2,55,1,1,1,50,1,11,NA,1,2,120000,1
03324624,3,25,1,1,4,20,5,09,NA,1,2,10000,2
03324624,4,22,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03324634,1,61,1,1,1,40,5,06,NA,1,NA,NA,2
03324654,1,48,2,1,1,52,1,11,1,1,NA,NA,1
03324654,2,54,1,1,1,65,1,11,1,1,NA,NA,1
03324654,3,9,2,NA,NA,NA,NA,,1,1,NA,NA,NA
03324704,1,32,1,1,1,40,1,11,6,1,2,NA,1
03324704,2,33,2,2,NA,NA,NA,,6,1,NA,NA,NA
03324704,3,3,1,NA,NA,NA,NA,,6,1,NA,NA,NA
03324754,1,37,1,1,1,55,1,10,NA,1,NA,NA,1
03324754,2,40,2,1,1,38,1,10,NA,1,2,45000,1
03324784,1,53,2,1,1,40,1,03,NA,1,1,126000,1
03324784,2,55,1,1,1,40,1,01,NA,1,2,130000,1
03324784,3,19,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03324784,4,16,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03324794,1,38,2,1,1,37,1,10,NA,1,NA,NA,1
03324794,2,47,1,1,1,60,1,03,NA,1,2,NA,1
03324794,3,4,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03324794,4,7,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03324794,5,2,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03324804,1,27,1,1,3,40,1,07,NA,1,2,15000,1
03324804,2,26,2,1,2,30,1,10,NA,1,2,23000,1
03324804,5,23,1,1,1,40,1,10,NA,1,NA,NA,1
03324814,1,59,1,1,1,40,1,07,NA,1,2,NA,1
03324814,2,60,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03324834,1,58,2,1,1,42,1,01,NA,1,1,28000,1
03324844,1,45,1,1,1,50,1,06,NA,1,2,NA,1
03324844,2,33,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03324844,3,5,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03324854,1,63,2,1,3,40,4,02,NA,1,2,22000,1
03324854,2,63,1,1,1,80,5,10,NA,1,2,40000,2
03324864,1,45,1,1,1,40,1,04,NA,1,2,84000,1
03324904,1,72,2,1,1,40,1,10,NA,1,2,30000,1
03324914,1,55,2,1,1,36,1,04,NA,1,2,NA,1
03324914,2,62,1,1,1,50,1,07,NA,1,2,80000,1
03324934,1,73,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03324934,2,73,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03324954,1,73,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03324954,2,72,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03324964,1,63,2,1,4,10,1,09,NA,4,2,2000,1
03324984,1,32,2,1,1,50,1,03,NA,5,2,75000,1
03324984,2,30,1,1,1,50,1,03,NA,4,2,60000,1
03325014,1,50,2,1,1,60,1,03,NA,2,2,NA,1
03325034,1,71,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03325034,2,47,2,1,3,40,1,10,NA,1,NA,NA,1
03325034,3,19,1,1,3,35,1,04,NA,1,NA,NA,1
03325034,4,16,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03325084,1,29,2,1,1,40,1,06,NA,2,2,32000,1
03325104,1,49,1,1,1,40,1,10,NA,1,2,NA,1
03325124,1,23,2,1,4,10,1,10,6,1,2,2000,1
03325124,2,22,1,1,1,40,1,12,6,1,2,20000,1
03325124,3,0,1,NA,NA,NA,NA,,6,1,NA,NA,NA
03325154,1,69,2,1,1,50,1,04,NA,1,2,NA,1
03325174,1,39,2,1,1,35,3,08,NA,2,2,64000,1
03325174,2,42,1,1,1,35,4,08,NA,2,1,105000,1
03325174,3,13,1,NA,NA,NA,NA,,NA,2,NA,NA,NA
03325204,1,56,2,2,NA,NA,NA,,NA,2,NA,NA,NA
03325204,2,28,1,1,4,10,1,10,NA,2,2,2400,1
03325214,1,33,2,1,2,32,1,10,NA,2,2,25000,1
03325214,2,15,2,NA,NA,NA,NA,,NA,2,NA,NA,NA
03325214,3,9,1,NA,NA,NA,NA,,NA,2,NA,NA,NA
03325214,4,7,1,NA,NA,NA,NA,,NA,2,NA,NA,NA
03325214,5,5,2,NA,NA,NA,NA,,NA,2,NA,NA,NA
03325244,1,37,2,1,1,40,1,04,NA,1,NA,NA,1
03325244,2,42,1,1,1,40,1,10,NA,1,NA,NA,1
03325244,3,9,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03325244,4,7,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03325264,1,26,2,1,1,40,1,10,NA,1,2,26000,1
03325264,2,25,1,1,1,45,1,10,NA,1,1,21000,1
03325304,1,38,2,1,1,40,2,03,NA,4,2,65000,1
03325304,2,38,1,1,1,40,1,03,NA,4,2,90000,1
03325314,1,87,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03325324,1,19,1,1,1,60,1,01,4,2,1,30000,1
03325334,1,21,2,1,3,35,1,09,NA,1,2,NA,1
03325334,2,21,1,1,1,40,1,03,4,1,2,NA,1
03325364,1,43,1,1,1,37,4,11,NA,2,2,NA,1
03325364,2,42,2,1,1,40,1,07,NA,2,2,22880,1
03325364,3,17,1,2,NA,NA,NA,,NA,2,NA,NA,NA
03325374,1,51,1,1,1,40,4,02,NA,2,2,NA,1
03325374,2,48,2,1,3,52,5,03,NA,2,2,NA,2
03325384,1,62,2,1,3,36,4,02,NA,1,1,90000,1
03325394,1,58,1,1,1,70,1,03,NA,1,2,NA,1
03325394,2,50,2,1,1,40,1,03,NA,1,2,NA,1
03325394,3,23,2,1,3,40,1,03,NA,1,2,NA,1
03325434,1,80,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03325434,2,72,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03325484,1,69,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03325494,1,45,1,1,1,50,1,03,NA,1,2,45600,1
03325504,1,72,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03325504,2,67,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03325514,1,80,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03325574,1,26,1,1,3,40,1,07,NA,1,2,45000,1
03325594,1,77,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03325604,1,49,2,1,1,50,1,06,6,1,2,60000,1
03325614,1,50,2,1,3,40,1,04,NA,1,2,11520,1
03325614,2,52,1,1,1,40,1,10,NA,1,2,24960,1
03325614,3,16,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03325624,1,78,1,2,NA,NA,NA,,NA,2,NA,NA,NA
03325624,2,75,2,2,NA,NA,NA,,NA,2,NA,NA,NA
03325624,3,25,2,1,1,40,1,10,NA,2,NA,NA,1
03325634,1,47,1,1,1,50,1,11,NA,1,2,75000,1
03325634,2,18,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03325714,1,70,2,2,NA,NA,NA,,5,1,NA,NA,NA
03325714,2,49,2,1,3,40,1,02,5,1,2,20000,1
03325714,3,28,2,1,3,40,1,04,5,1,2,NA,1
03325734,1,81,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03325734,2,80,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03325764,1,67,2,2,NA,NA,NA,,NA,2,NA,NA,NA
03325774,1,74,2,2,NA,NA,NA,,NA,2,NA,NA,NA
03325824,1,33,2,1,3,40,1,11,1,1,2,NA,1
03325824,2,24,1,1,1,40,1,11,1,1,2,NA,1
03325824,3,12,2,NA,NA,NA,NA,,1,1,NA,NA,NA
03325824,4,8,1,NA,NA,NA,NA,,1,1,NA,NA,NA
03325824,5,7,1,NA,NA,NA,NA,,1,1,NA,NA,NA
03325834,1,57,2,1,4,10,5,03,NA,1,2,20000,2
03325834,2,87,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03325854,1,42,2,1,1,40,3,01,NA,2,2,37000,1
03325864,1,72,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03325894,1,30,1,1,1,40,1,11,NA,1,2,76000,1
03325894,2,29,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03325894,3,5,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03325894,4,4,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03325964,1,75,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03325964,2,24,1,1,2,25,1,06,NA,1,2,12000,1
03325994,2,36,1,1,1,50,1,12,NA,1,2,30000,1
03325994,3,19,1,1,3,40,1,13,NA,1,2,800,1
03325994,4,17,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03325994,5,14,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03325994,6,9,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03326044,1,60,1,1,1,70,1,06,NA,1,2,NA,1
03326104,1,60,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03326104,2,59,2,1,1,40,1,03,NA,1,2,NA,1
03326104,3,16,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03326124,1,87,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03326124,2,87,2,2,NA,NA,NA,,2,1,NA,NA,NA
03326134,1,34,2,2,NA,NA,NA,,1,1,NA,NA,NA
03326134,2,18,2,1,4,25,1,10,1,1,2,720,1
03326134,3,1,1,NA,NA,NA,NA,,1,1,NA,NA,NA
03326134,4,12,2,NA,NA,NA,NA,,1,1,NA,NA,NA
03326134,5,6,2,NA,NA,NA,NA,,1,1,NA,NA,NA
03326134,6,10,1,NA,NA,NA,NA,,1,1,NA,NA,NA
03326134,7,35,1,1,1,48,1,10,1,1,1,40000,1
03326134,8,21,2,1,1,38,1,10,1,1,2,16000,1
03326134,9,0,1,NA,NA,NA,NA,,1,1,NA,NA,NA
03326144,1,62,2,1,1,40,5,10,NA,2,2,25000,2
03326144,2,44,1,1,2,20,3,10,NA,2,2,NA,1
03326154,1,36,1,1,1,40,1,06,3,1,1,60000,1
03326154,2,34,2,1,4,20,1,05,2,1,2,3600,1
03326154,3,13,1,NA,NA,NA,NA,,2,1,NA,NA,NA
03326154,4,8,2,NA,NA,NA,NA,,2,1,NA,NA,NA
03326164,1,57,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03326174,1,45,2,1,1,40,4,11,2,1,2,35000,1
03326174,2,28,1,1,1,40,4,11,NA,2,2,39000,1
03326174,3,27,2,2,NA,NA,NA,,2,1,NA,NA,NA
03326194,1,23,1,1,1,43,1,12,NA,1,2,45000,1
03326204,1,40,2,1,1,40,1,10,NA,4,2,NA,1
03326204,2,52,1,1,1,40,1,10,NA,1,2,11000,1
03326204,3,14,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03326214,1,51,2,1,1,40,1,10,4,1,1,25000,1
03326214,2,58,1,1,1,40,1,01,6,1,1,31000,1
03326244,1,87,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03326254,1,87,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03326264,1,63,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03326264,2,56,2,1,4,15,1,12,NA,1,NA,NA,1
03326304,1,60,2,1,1,40,1,03,NA,1,2,80000,1
03326314,1,40,1,1,1,40,1,12,NA,1,1,28000,1
03326324,1,44,2,1,1,40,1,09,NA,4,2,1921,1
03326324,2,52,1,2,NA,NA,NA,,NA,4,NA,NA,NA
03326324,3,13,1,NA,NA,NA,NA,,NA,4,NA,NA,NA
03326324,4,11,2,NA,NA,NA,NA,,NA,4,NA,NA,NA
03326364,1,63,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03326364,2,59,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03326374,1,27,1,1,3,40,3,02,NA,1,2,24500,1
03326404,1,57,1,1,1,40,1,12,NA,1,2,73000,1
03326404,2,56,2,1,2,34,1,10,NA,1,2,25000,1
03326424,1,87,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03326454,1,72,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03326454,2,71,2,2,NA,NA,NA,,NA,4,NA,NA,NA
03326464,1,81,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03326464,2,79,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03326484,1,68,1,2,NA,NA,NA,,NA,2,NA,NA,NA
03326484,2,69,2,2,NA,NA,NA,,NA,2,NA,NA,NA
03326514,1,54,2,1,3,40,1,10,NA,2,2,NA,1
03326514,2,27,1,1,4,23,1,10,NA,2,2,NA,1
03326554,1,68,2,1,2,23,1,10,NA,1,2,14000,1
03326554,2,65,1,2,NA,NA,NA,,2,1,NA,NA,NA
03326564,1,52,1,1,3,40,4,10,NA,1,2,24000,1
03326614,1,59,1,2,NA,NA,NA,,5,1,NA,NA,NA
03326614,2,56,2,1,2,20,5,10,5,1,2,12000,2
03326634,1,41,2,1,1,40,3,03,NA,1,2,70000,1
03326634,2,16,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03326634,3,10,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03326684,1,66,1,2,NA,NA,NA,,5,1,NA,NA,NA
03326684,2,25,1,1,2,25,1,05,5,1,2,14300,1
03326694,1,53,2,1,1,35,1,04,NA,1,2,13000,1
03326694,2,53,1,1,1,50,1,09,NA,1,2,NA,1
03326694,3,17,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03326724,1,65,2,1,4,24,1,10,NA,1,2,NA,1
03326744,1,78,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03326744,2,78,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03326754,1,38,1,1,1,40,1,12,NA,1,2,52000,1
03326754,2,39,2,1,1,40,1,03,NA,1,2,72000,1
03326754,3,10,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03326754,4,8,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03326774,1,48,2,1,1,40,1,01,NA,1,2,280500,1
03326774,2,46,1,1,1,40,4,03,NA,1,2,134000,1
03326774,3,9,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03326784,1,34,1,1,1,50,1,06,NA,1,2,NA,1
03326794,1,33,1,1,1,38,1,07,NA,1,1,74829,1
03326844,1,35,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03326844,2,35,1,1,1,40,3,01,NA,1,2,NA,1
03326844,3,6,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03326844,4,4,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03326844,5,1,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03326884,1,73,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03326894,1,53,2,1,3,40,1,13,1,1,2,22000,1
03326894,2,55,1,1,3,40,1,13,1,1,2,23500,1
03326894,3,19,1,2,NA,NA,NA,,2,1,NA,NA,NA
03326904,1,48,2,1,1,40,4,03,NA,2,2,NA,1
03326904,2,47,1,1,1,40,1,01,NA,2,2,NA,1
03326904,3,23,2,1,2,32,1,05,NA,2,2,NA,1
03326934,1,54,1,1,1,55,1,03,NA,1,2,280500,1
03326934,2,50,2,1,1,45,1,06,NA,1,2,55000,1
03326934,3,18,1,1,4,15,1,05,NA,1,2,1500,1
03326934,4,16,2,1,4,12,1,05,NA,1,2,700,1
03326944,1,61,2,1,2,16,1,04,NA,1,2,10752,1
03326974,1,60,2,2,NA,NA,NA,,NA,2,NA,NA,NA
03326994,1,41,1,1,1,40,5,06,NA,1,2,100000,2
03326994,2,41,2,1,4,25,1,03,NA,1,2,40000,1
03326994,3,4,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03327034,1,50,1,1,1,44,1,12,NA,1,2,NA,1
03327034,2,52,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03327044,1,25,1,1,1,50,1,10,NA,1,2,24000,1
03327054,1,71,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03327074,1,46,1,1,1,50,1,07,NA,1,1,NA,1
03327124,1,63,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03327124,2,65,2,1,3,39,4,02,4,1,2,40000,1
03327124,3,87,2,2,NA,NA,NA,,2,1,NA,NA,NA
03327144,1,62,2,2,NA,NA,NA,,NA,3,NA,NA,NA
03327154,1,50,1,1,1,47,5,10,NA,2,NA,NA,2
03327154,2,47,2,2,NA,NA,NA,,NA,2,NA,NA,NA
03327154,3,20,2,1,4,14,1,02,NA,2,2,6000,1
03327154,4,18,2,1,2,25,1,10,NA,2,2,NA,1
03327154,5,14,2,2,NA,NA,NA,,NA,2,NA,NA,NA
03327154,6,12,2,NA,NA,NA,NA,,NA,2,NA,NA,NA
03327174,1,48,1,1,1,55,4,08,NA,4,2,280500,1
03327174,2,36,2,1,1,40,1,10,NA,1,2,82000,1
03327174,5,24,2,1,1,36,1,10,NA,1,2,44000,1
03327214,1,57,1,1,1,50,5,03,NA,1,2,NA,2
03327214,2,31,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03327214,3,12,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03327214,4,4,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03327224,1,28,2,1,3,60,1,10,NA,1,NA,NA,1
